Player,Season,League,GP,G,A,PTS,PIM,+/-
Parker Kelly,,AJHL,1.0,1.0,0.0,1.0,0.0,0.0
Parker Kelly,,WHL,273.0,93.0,95.0,188.0,241.0,50.0
Parker Kelly,2020-21,NHL,1.0,1.0,0.0,1.0,0.0,1.0
Parker Kelly,2021-22,NHL,41.0,7.0,5.0,12.0,60.0,-4.0
Parker Kelly,2022-23,NHL,55.0,1.0,3.0,4.0,37.0,-9.0
Parker Wotherspoon,,AHL,312.0,23.0,90.0,113.0,385.0,9.0
Parker Wotherspoon,,WHL,279.0,32.0,150.0,182.0,348.0,-19.0
Parker Wotherspoon,2022-23,NHL,12.0,0.0,1.0,1.0,4.0,5.0
Parker Wotherspoon,2023-24,NHL,41.0,0.0,8.0,8.0,31.0,6.0
Parker Wotherspoon,2024-25,NHL,30.0,1.0,1.0,2.0,8.0,-5.0
Patrick Kane,,NAHL,55.0,33.0,38.0,71.0,20.0,0.0
Patrick Kane,,OHL,58.0,62.0,83.0,145.0,52.0,42.0
Patrick Kane,2007-08,NHL,82.0,21.0,51.0,72.0,52.0,-5.0
Patrick Kane,2008-09,NHL,80.0,25.0,45.0,70.0,42.0,-2.0
Patrick Kane,2009-10,NHL,82.0,30.0,58.0,88.0,20.0,16.0
Patrick Maroon,,AHL,353.0,118.0,160.0,278.0,544.0,7.0
Patrick Maroon,,NAHL,114.0,63.0,92.0,155.0,213.0,0.0
Patrick Maroon,,OHL,64.0,35.0,55.0,90.0,57.0,13.0
Patrick Maroon,2011-12,NHL,2.0,0.0,0.0,0.0,2.0,0.0
Patrick Maroon,2012-13,NHL,13.0,2.0,1.0,3.0,10.0,-1.0
Patrick Maroon,2013-14,NHL,62.0,11.0,18.0,29.0,101.0,11.0
Patrik Laine,,Mestis,36.0,5.0,7.0,12.0,14.0,-12.0
Patrik Laine,,SM-liiga,52.0,17.0,17.0,34.0,8.0,6.0
Patrik Laine,2016-17,NHL,73.0,36.0,28.0,64.0,26.0,7.0
Patrik Laine,2017-18,NHL,82.0,44.0,26.0,70.0,24.0,8.0
Patrik Laine,2018-19,NHL,82.0,30.0,20.0,50.0,42.0,-24.0
Pavel Buchnevich,,AHL,4.0,3.0,2.0,5.0,0.0,2.0
Pavel Buchnevich,,KHL,158.0,37.0,50.0,87.0,52.0,-1.0
Pavel Buchnevich,,Rus-MHL,71.0,23.0,46.0,69.0,79.0,17.0
Pavel Buchnevich,2016-17,NHL,41.0,8.0,12.0,20.0,13.0,6.0
Pavel Buchnevich,2017-18,NHL,74.0,14.0,29.0,43.0,20.0,-3.0
Pavel Buchnevich,2018-19,NHL,64.0,21.0,17.0,38.0,13.0,-10.0
Pavel Dorofeyev,,AHL,119.0,45.0,37.0,82.0,72.0,19.0
Pavel Dorofeyev,,KHL,72.0,5.0,4.0,9.0,6.0,-1.0
Pavel Dorofeyev,,Rus-MHL,72.0,39.0,37.0,76.0,32.0,54.0
Pavel Dorofeyev,,Rus-VHL,36.0,8.0,9.0,17.0,25.0,2.0
Pavel Dorofeyev,2021-22,NHL,2.0,0.0,0.0,0.0,2.0,-1.0
Pavel Dorofeyev,2022-23,NHL,18.0,7.0,2.0,9.0,6.0,5.0
Pavel Dorofeyev,2023-24,NHL,47.0,13.0,11.0,24.0,12.0,8.0
Pavel Zacha,,AHL,3.0,1.0,2.0,3.0,2.0,3.0
Pavel Zacha,,Czech,38.0,4.0,4.0,8.0,10.0,-2.0
Pavel Zacha,,OHL,88.0,44.0,54.0,98.0,153.0,22.0
Pavel Zacha,2015-16,NHL,1.0,0.0,2.0,2.0,0.0,4.0
Pavel Zacha,2016-17,NHL,70.0,8.0,16.0,24.0,19.0,-17.0
Pavel Zacha,2017-18,NHL,69.0,8.0,17.0,25.0,30.0,-3.0
Peyton Krebs,,AHL,25.0,5.0,20.0,25.0,16.0,-5.0
Peyton Krebs,,WHL,199.0,62.0,169.0,231.0,169.0,-55.0
Peyton Krebs,2020-21,NHL,4.0,0.0,1.0,1.0,0.0,1.0
Peyton Krebs,2021-22,NHL,9.0,0.0,0.0,0.0,2.0,-6.0
Peyton Krebs,2021-22,NHL,48.0,7.0,15.0,22.0,20.0,-20.0
Peyton Krebs,2022-23,NHL,74.0,9.0,17.0,26.0,50.0,-8.0
Philip Broberg,,AHL,87.0,11.0,54.0,65.0,34.0,23.0
Philip Broberg,,Swe-1,41.0,2.0,7.0,9.0,14.0,-1.0
Philip Broberg,,Swe-Jr,46.0,8.0,15.0,23.0,14.0,7.0
Philip Broberg,,SweHL,89.0,4.0,17.0,21.0,16.0,-4.0
Philip Broberg,2021-22,NHL,23.0,1.0,2.0,3.0,8.0,-8.0
Philip Broberg,2022-23,NHL,46.0,1.0,7.0,8.0,2.0,6.0
Philip Broberg,2023-24,NHL,12.0,0.0,2.0,2.0,0.0,-3.0
Philip Tomasino,,AHL,89.0,36.0,46.0,82.0,78.0,15.0
Philip Tomasino,,OHL,190.0,79.0,117.0,196.0,82.0,32.0
Philip Tomasino,2021-22,NHL,76.0,11.0,21.0,32.0,10.0,2.0
Philip Tomasino,2022-23,NHL,31.0,5.0,13.0,18.0,6.0,5.0
Philip Tomasino,2023-24,NHL,41.0,7.0,13.0,20.0,25.0,-6.0
Philipp Kurashev,,AHL,42.0,9.0,13.0,22.0,8.0,5.0
Philipp Kurashev,,QMJHL,183.0,69.0,110.0,179.0,67.0,-20.0
Philipp Kurashev,,Swiss-A,13.0,0.0,9.0,9.0,0.0,1.0
Philipp Kurashev,2020-21,NHL,54.0,8.0,8.0,16.0,12.0,-9.0
Philipp Kurashev,2021-22,NHL,67.0,6.0,15.0,21.0,12.0,-16.0
Philipp Kurashev,2022-23,NHL,70.0,9.0,16.0,25.0,14.0,-32.0
Phillip Danault,,AHL,160.0,20.0,48.0,68.0,94.0,23.0
Phillip Danault,,QMJHL,243.0,74.0,177.0,251.0,224.0,63.0
Phillip Danault,2014-15,NHL,2.0,0.0,0.0,0.0,0.0,0.0
Phillip Danault,2015-16,NHL,30.0,1.0,4.0,5.0,6.0,-3.0
Phillip Danault,2015-16,NHL,21.0,3.0,2.0,5.0,8.0,-2.0
Phillip Danault,2016-17,NHL,82.0,13.0,27.0,40.0,35.0,5.0
Phillip Di Giuseppe,,AHL,158.0,35.0,54.0,89.0,68.0,-2.0
Phillip Di Giuseppe,,Big-10,35.0,13.0,11.0,24.0,29.0,0.0
Phillip Di Giuseppe,,CCHA,80.0,20.0,34.0,54.0,50.0,0.0
Phillip Di Giuseppe,,OJHL,105.0,40.0,70.0,110.0,69.0,0.0
Phillip Di Giuseppe,2015-16,NHL,41.0,7.0,10.0,17.0,18.0,0.0
Phillip Di Giuseppe,2016-17,NHL,36.0,1.0,6.0,7.0,15.0,-12.0
Phillip Di Giuseppe,2017-18,NHL,49.0,5.0,8.0,13.0,17.0,0.0
Pierre Engvall,,AHL,94.0,30.0,26.0,56.0,65.0,9.0
Pierre Engvall,,Swe-1,111.0,33.0,31.0,64.0,32.0,6.0
Pierre Engvall,,Swe-Jr,81.0,36.0,52.0,88.0,92.0,30.0
Pierre Engvall,,SweHL,33.0,7.0,13.0,20.0,12.0,12.0
Pierre Engvall,2019-20,NHL,48.0,8.0,7.0,15.0,6.0,4.0
Pierre Engvall,2020-21,NHL,42.0,7.0,5.0,12.0,16.0,2.0
Pierre Engvall,2021-22,NHL,78.0,15.0,20.0,35.0,30.0,13.0
Pierre-Luc Dubois,,QMJHL,164.0,73.0,126.0,199.0,248.0,61.0
Pierre-Luc Dubois,2017-18,NHL,82.0,20.0,28.0,48.0,49.0,8.0
Pierre-Luc Dubois,2018-19,NHL,82.0,27.0,34.0,61.0,64.0,16.0
Pierre-Luc Dubois,2019-20,NHL,70.0,18.0,31.0,49.0,49.0,-2.0
Pius Suter,,OHL,127.0,52.0,44.0,96.0,44.0,41.0
Pius Suter,,Swiss-A,216.0,83.0,90.0,173.0,82.0,69.0
Pius Suter,,Swiss-B,1.0,0.0,1.0,1.0,2.0,-1.0
Pius Suter,,Swiss-Sw,6.0,2.0,3.0,5.0,4.0,0.0
Pius Suter,2020-21,NHL,55.0,14.0,13.0,27.0,14.0,-5.0
Pius Suter,2021-22,NHL,82.0,15.0,21.0,36.0,22.0,-11.0
Pius Suter,2022-23,NHL,79.0,14.0,10.0,24.0,6.0,-3.0
Pontus Holmberg,,AHL,55.0,18.0,18.0,36.0,24.0,-8.0
Pontus Holmberg,,Swe-Jr,57.0,11.0,18.0,29.0,14.0,-6.0
Pontus Holmberg,,SweHL,192.0,30.0,61.0,91.0,86.0,32.0
Pontus Holmberg,2022-23,NHL,37.0,5.0,8.0,13.0,18.0,0.0
Pontus Holmberg,2023-24,NHL,54.0,7.0,10.0,17.0,18.0,11.0
Pontus Holmberg,2024-25,NHL,43.0,2.0,6.0,8.0,23.0,-6.0
Quinn Hughes,,Big-10,69.0,10.0,52.0,62.0,42.0,12.0
Quinn Hughes,,OJHL,1.0,0.0,0.0,0.0,10.0,0.0
Quinn Hughes,,USHL,60.0,8.0,29.0,37.0,20.0,-13.0
Quinn Hughes,2018-19,NHL,5.0,0.0,3.0,3.0,2.0,0.0
Quinn Hughes,2019-20,NHL,68.0,8.0,45.0,53.0,22.0,-10.0
Quinn Hughes,2020-21,NHL,56.0,3.0,38.0,41.0,22.0,-24.0
Radek Faksa,,AHL,68.0,20.0,20.0,40.0,40.0,-4.0
Radek Faksa,,OHL,160.0,59.0,87.0,146.0,121.0,9.0
Radek Faksa,2015-16,NHL,45.0,5.0,7.0,12.0,16.0,9.0
Radek Faksa,2016-17,NHL,80.0,12.0,21.0,33.0,67.0,-6.0
Radek Faksa,2017-18,NHL,79.0,17.0,16.0,33.0,36.0,21.0
Radko Gudas,,AHL,206.0,15.0,42.0,57.0,567.0,65.0
Radko Gudas,,Czech,7.0,0.0,1.0,1.0,8.0,-3.0
Radko Gudas,,WHL,65.0,7.0,30.0,37.0,151.0,45.0
Radko Gudas,2012-13,NHL,22.0,2.0,3.0,5.0,38.0,3.0
Radko Gudas,2013-14,NHL,73.0,3.0,19.0,22.0,152.0,2.0
Radko Gudas,2014-15,NHL,31.0,2.0,3.0,5.0,34.0,-5.0
Rafael Harvey-Pinard,,AHL,145.0,46.0,61.0,107.0,42.0,41.0
Rafael Harvey-Pinard,,QMJHL,248.0,110.0,152.0,262.0,84.0,122.0
Rafael Harvey-Pinard,2021-22,NHL,4.0,1.0,0.0,1.0,0.0,-2.0
Rafael Harvey-Pinard,2022-23,NHL,34.0,14.0,6.0,20.0,10.0,7.0
Rafael Harvey-Pinard,2023-24,NHL,45.0,2.0,8.0,10.0,6.0,-2.0
Rasmus Asplund,,AHL,111.0,13.0,49.0,62.0,28.0,-2.0
Rasmus Asplund,,Swe-1,14.0,4.0,5.0,9.0,6.0,-1.0
Rasmus Asplund,,Swe-Jr,57.0,15.0,24.0,39.0,26.0,2.0
Rasmus Asplund,,SweHL,170.0,20.0,42.0,62.0,50.0,17.0
Rasmus Asplund,2019-20,NHL,29.0,1.0,2.0,3.0,6.0,-4.0
Rasmus Asplund,2020-21,NHL,28.0,7.0,4.0,11.0,0.0,1.0
Rasmus Asplund,2021-22,NHL,80.0,8.0,19.0,27.0,10.0,-5.0
Rasmus Dahlin,,Swe-Jr,26.0,10.0,14.0,24.0,74.0,19.0
Rasmus Dahlin,,SweHL,67.0,8.0,15.0,23.0,26.0,8.0
Rasmus Dahlin,2018-19,NHL,82.0,9.0,35.0,44.0,34.0,-13.0
Rasmus Dahlin,2019-20,NHL,59.0,4.0,36.0,40.0,38.0,-7.0
Rasmus Dahlin,2020-21,NHL,56.0,5.0,18.0,23.0,26.0,-36.0
Rasmus Kupari,,AHL,85.0,24.0,24.0,48.0,61.0,1.0
Rasmus Kupari,,Mestis,5.0,1.0,3.0,4.0,4.0,-2.0
Rasmus Kupari,,SM-liiga,82.0,18.0,29.0,47.0,77.0,17.0
Rasmus Kupari,2020-21,NHL,7.0,1.0,0.0,1.0,2.0,-5.0
Rasmus Kupari,2021-22,NHL,57.0,5.0,8.0,13.0,18.0,-5.0
Rasmus Kupari,2022-23,NHL,66.0,3.0,12.0,15.0,12.0,-5.0
Rasmus Ristolainen,,AHL,34.0,6.0,14.0,20.0,22.0,-2.0
Rasmus Ristolainen,,SM-liiga,93.0,6.0,17.0,23.0,110.0,-28.0
Rasmus Ristolainen,2013-14,NHL,34.0,2.0,2.0,4.0,6.0,-15.0
Rasmus Ristolainen,2014-15,NHL,78.0,8.0,12.0,20.0,26.0,-32.0
Rasmus Ristolainen,2015-16,NHL,82.0,9.0,32.0,41.0,33.0,-21.0
Rasmus Sandin,,AHL,66.0,8.0,35.0,43.0,33.0,-11.0
Rasmus Sandin,,OHL,51.0,12.0,33.0,45.0,24.0,35.0
Rasmus Sandin,,Swe-Jr,36.0,3.0,15.0,18.0,14.0,-8.0
Rasmus Sandin,,SweHL,5.0,0.0,1.0,1.0,0.0,-2.0
Rasmus Sandin,2019-20,NHL,28.0,1.0,7.0,8.0,10.0,-7.0
Rasmus Sandin,2020-21,NHL,9.0,0.0,4.0,4.0,0.0,6.0
Rasmus Sandin,2021-22,NHL,51.0,5.0,11.0,16.0,4.0,9.0
Rickard Rakell,,AHL,48.0,15.0,26.0,41.0,12.0,10.0
Rickard Rakell,,OHL,149.0,68.0,81.0,149.0,36.0,42.0
Rickard Rakell,,Swe-Jr,8.0,3.0,1.0,4.0,2.0,-3.0
Rickard Rakell,2012-13,NHL,4.0,0.0,0.0,0.0,0.0,-2.0
Rickard Rakell,2013-14,NHL,18.0,0.0,4.0,4.0,2.0,-3.0
Rickard Rakell,2014-15,NHL,71.0,9.0,22.0,31.0,10.0,6.0
Ridly Greig,,AHL,46.0,16.0,16.0,32.0,48.0,-19.0
Ridly Greig,,WHL,183.0,76.0,115.0,191.0,271.0,54.0
Ridly Greig,2022-23,NHL,20.0,2.0,7.0,9.0,12.0,1.0
Ridly Greig,2023-24,NHL,72.0,13.0,13.0,26.0,66.0,10.0
Ridly Greig,2024-25,NHL,53.0,9.0,9.0,18.0,36.0,-13.0
Riley Stillman,,AHL,89.0,7.0,19.0,26.0,76.0,3.0
Riley Stillman,,OHL,195.0,22.0,66.0,88.0,230.0,20.0
Riley Stillman,,OJHL,46.0,5.0,19.0,24.0,53.0,0.0
Riley Stillman,2018-19,NHL,1.0,0.0,0.0,0.0,2.0,0.0
Riley Stillman,2019-20,NHL,34.0,0.0,5.0,5.0,14.0,-3.0
Riley Stillman,2020-21,NHL,8.0,0.0,0.0,0.0,14.0,2.0
Riley Stillman,2020-21,NHL,13.0,1.0,0.0,1.0,2.0,3.0
Riley Tufte,,AHL,273.0,58.0,66.0,124.0,291.0,21.0
Riley Tufte,,NCHC,121.0,34.0,30.0,64.0,92.0,28.0
Riley Tufte,,USHL,34.0,11.0,8.0,19.0,32.0,-6.0
Riley Tufte,2021-22,NHL,10.0,1.0,0.0,1.0,4.0,0.0
Riley Tufte,2022-23,NHL,3.0,0.0,0.0,0.0,0.0,-1.0
Riley Tufte,2023-24,NHL,5.0,1.0,1.0,2.0,2.0,-2.0
Robby Fabbri,,AHL,3.0,1.0,3.0,4.0,2.0,0.0
Robby Fabbri,,OHL,147.0,80.0,91.0,171.0,133.0,67.0
Robby Fabbri,,OJHL,1.0,0.0,3.0,3.0,0.0,0.0
Robby Fabbri,2015-16,NHL,72.0,18.0,19.0,37.0,25.0,-2.0
Robby Fabbri,2016-17,NHL,51.0,11.0,18.0,29.0,27.0,-16.0
Robert Bortuzzo,,AHL,236.0,10.0,44.0,54.0,315.0,54.0
Robert Bortuzzo,,OHL,138.0,6.0,43.0,49.0,152.0,32.0
Robert Bortuzzo,,SIJHL,41.0,4.0,19.0,23.0,137.0,0.0
Robert Bortuzzo,2011-12,NHL,6.0,0.0,0.0,0.0,2.0,1.0
Robert Bortuzzo,2012-13,NHL,15.0,2.0,2.0,4.0,27.0,3.0
Robert Bortuzzo,2013-14,NHL,54.0,0.0,10.0,10.0,74.0,-3.0
Roman Josi,,AHL,74.0,7.0,37.0,44.0,22.0,-7.0
Roman Josi,,Swiss-A,132.0,24.0,47.0,71.0,52.0,23.0
Roman Josi,,Swiss-B,10.0,3.0,2.0,5.0,6.0,0.0
Roman Josi,2011-12,NHL,52.0,5.0,11.0,16.0,14.0,1.0
Roman Josi,2012-13,NHL,48.0,5.0,13.0,18.0,8.0,-7.0
Roman Josi,2013-14,NHL,72.0,13.0,27.0,40.0,18.0,-2.0
Roope Hintz,,AHL,91.0,29.0,28.0,57.0,37.0,2.0
Roope Hintz,,NAHL,2.0,0.0,0.0,0.0,0.0,0.0
Roope Hintz,,SM-liiga,126.0,32.0,35.0,67.0,34.0,32.0
Roope Hintz,2018-19,NHL,58.0,9.0,13.0,22.0,24.0,-11.0
Roope Hintz,2019-20,NHL,60.0,19.0,14.0,33.0,16.0,3.0
Roope Hintz,2020-21,NHL,41.0,15.0,28.0,43.0,4.0,13.0
Ross Colton,,AHL,131.0,26.0,50.0,76.0,100.0,8.0
Ross Colton,,H-East,69.0,28.0,22.0,50.0,69.0,-11.0
Ross Colton,,USHL,113.0,53.0,46.0,99.0,101.0,46.0
Ross Colton,2020-21,NHL,30.0,9.0,3.0,12.0,16.0,3.0
Ross Colton,2021-22,NHL,79.0,22.0,17.0,39.0,24.0,4.0
Ross Colton,2022-23,NHL,81.0,16.0,16.0,32.0,50.0,-8.0
Ryan Graves,,AHL,260.0,24.0,53.0,77.0,221.0,-27.0
Ryan Graves,,QMJHL,245.0,25.0,61.0,86.0,241.0,21.0
Ryan Graves,2018-19,NHL,26.0,3.0,2.0,5.0,2.0,4.0
Ryan Graves,2019-20,NHL,69.0,9.0,17.0,26.0,45.0,40.0
Ryan Graves,2020-21,NHL,54.0,2.0,13.0,15.0,55.0,15.0
Ryan Lomberg,,AHL,219.0,49.0,60.0,109.0,365.0,20.0
Ryan Lomberg,,ECHL,43.0,18.0,17.0,35.0,48.0,14.0
Ryan Lomberg,,H-East,66.0,18.0,14.0,32.0,82.0,0.0
Ryan Lomberg,,OJHL,5.0,0.0,0.0,0.0,0.0,-1.0
Ryan Lomberg,,USHL,108.0,46.0,37.0,83.0,300.0,-8.0
Ryan Lomberg,2017-18,NHL,7.0,0.0,1.0,1.0,15.0,0.0
Ryan Lomberg,2018-19,NHL,4.0,0.0,0.0,0.0,17.0,0.0
Ryan Nugent-Hopkins,,AHL,19.0,8.0,12.0,20.0,6.0,7.0
Ryan Nugent-Hopkins,,WHL,141.0,57.0,120.0,177.0,79.0,19.0
Ryan Nugent-Hopkins,2011-12,NHL,62.0,18.0,34.0,52.0,16.0,-2.0
Ryan Nugent-Hopkins,2012-13,NHL,40.0,4.0,20.0,24.0,8.0,3.0
Ryan Nugent-Hopkins,2013-14,NHL,80.0,19.0,37.0,56.0,26.0,-12.0
Ryan Poehling,,AHL,64.0,16.0,22.0,38.0,8.0,3.0
Ryan Poehling,,NCHC,107.0,29.0,46.0,75.0,76.0,8.0
Ryan Poehling,,USHL,9.0,2.0,2.0,4.0,0.0,4.0
Ryan Poehling,2018-19,NHL,1.0,3.0,0.0,3.0,0.0,3.0
Ryan Poehling,2019-20,NHL,27.0,1.0,1.0,2.0,4.0,-4.0
Sam Bennett,,OHL,128.0,65.0,90.0,155.0,219.0,36.0
Sam Bennett,2014-15,NHL,1.0,0.0,1.0,1.0,0.0,-1.0
Sam Bennett,2015-16,NHL,77.0,18.0,18.0,36.0,37.0,-11.0
Sam Bennett,2016-17,NHL,81.0,13.0,13.0,26.0,75.0,-16.0
Sam Lafferty,,AHL,85.0,17.0,38.0,55.0,108.0,2.0
Sam Lafferty,,ECAC,124.0,29.0,50.0,79.0,86.0,-28.0
Sam Lafferty,2019-20,NHL,50.0,6.0,7.0,13.0,23.0,5.0
Sam Lafferty,2020-21,NHL,34.0,0.0,6.0,6.0,25.0,-6.0
Sam Lafferty,2021-22,NHL,10.0,0.0,2.0,2.0,12.0,0.0
Sam Lafferty,2021-22,NHL,46.0,5.0,6.0,11.0,21.0,-16.0
Sam Poulin,,AHL,167.0,49.0,48.0,97.0,122.0,-2.0
Sam Poulin,,QMJHL,192.0,88.0,141.0,229.0,149.0,80.0
Sam Poulin,2022-23,NHL,3.0,0.0,1.0,1.0,2.0,-3.0
Sam Poulin,2023-24,NHL,3.0,0.0,0.0,0.0,2.0,-1.0
Sam Poulin,2024-25,NHL,6.0,0.0,1.0,1.0,2.0,1.0
Sam Reinhart,,AHL,3.0,0.0,3.0,3.0,0.0,0.0
Sam Reinhart,,WHL,250.0,120.0,199.0,319.0,55.0,58.0
Sam Reinhart,2014-15,NHL,9.0,0.0,1.0,1.0,2.0,-1.0
Sam Reinhart,2015-16,NHL,79.0,23.0,19.0,42.0,8.0,-8.0
Sam Reinhart,2016-17,NHL,79.0,17.0,30.0,47.0,8.0,-11.0
Samuel Bolduc,,AHL,188.0,25.0,59.0,84.0,65.0,-33.0
Samuel Bolduc,,QMJHL,189.0,22.0,72.0,94.0,61.0,-3.0
Samuel Bolduc,2022-23,NHL,17.0,2.0,1.0,3.0,2.0,5.0
Samuel Bolduc,2023-24,NHL,34.0,2.0,3.0,5.0,6.0,-4.0
Samuel Bolduc,2024-25,NHL,1.0,0.0,0.0,0.0,0.0,-1.0
Scott Laughton,,AHL,45.0,15.0,15.0,30.0,31.0,-14.0
Scott Laughton,,OHL,230.0,96.0,123.0,219.0,303.0,47.0
Scott Laughton,,OJHL,2.0,0.0,0.0,0.0,4.0,-1.0
Scott Laughton,2012-13,NHL,5.0,0.0,0.0,0.0,0.0,0.0
Scott Laughton,2014-15,NHL,31.0,2.0,4.0,6.0,17.0,-1.0
Scott Mayfield,,AHL,200.0,9.0,35.0,44.0,384.0,-2.0
Scott Mayfield,,USHL,111.0,17.0,21.0,38.0,304.0,-22.0
Scott Mayfield,,WCHA,81.0,7.0,22.0,29.0,188.0,0.0
Scott Mayfield,2013-14,NHL,5.0,0.0,0.0,0.0,7.0,-3.0
Scott Mayfield,2014-15,NHL,0.0,0.0,0.0,0.0,0.0,0.0
Scott Mayfield,2015-16,NHL,6.0,1.0,0.0,1.0,11.0,-4.0
Scott Perunovich,,AHL,39.0,5.0,37.0,42.0,20.0,0.0
Scott Perunovich,,NCHC,115.0,20.0,85.0,105.0,132.0,49.0
Scott Perunovich,,USHL,56.0,6.0,15.0,21.0,14.0,-37.0
Scott Perunovich,2021-22,NHL,19.0,0.0,6.0,6.0,8.0,2.0
Scott Perunovich,2023-24,NHL,54.0,0.0,17.0,17.0,12.0,1.0
Scott Sabourin,,AHL,354.0,44.0,52.0,96.0,743.0,-18.0
Scott Sabourin,,CJHL,100.0,13.0,10.0,23.0,128.0,0.0
Scott Sabourin,,ECHL,3.0,0.0,0.0,0.0,2.0,0.0
Scott Sabourin,,OHL,166.0,46.0,34.0,80.0,330.0,21.0
Scott Sabourin,2019-20,NHL,35.0,2.0,4.0,6.0,33.0,-6.0
Scott Sabourin,2020-21,NHL,1.0,0.0,0.0,0.0,5.0,0.0
Scott Sabourin,2021-22,NHL,7.0,0.0,2.0,2.0,11.0,-2.0
Sean Durzi,,AHL,91.0,11.0,39.0,50.0,72.0,7.0
Sean Durzi,,OHL,180.0,38.0,102.0,140.0,80.0,68.0
Sean Durzi,,OJHL,2.0,0.0,1.0,1.0,2.0,0.0
Sean Durzi,2021-22,NHL,64.0,3.0,24.0,27.0,55.0,-9.0
Sean Durzi,2022-23,NHL,72.0,9.0,29.0,38.0,50.0,-12.0
Sean Durzi,2023-24,NHL,76.0,9.0,32.0,41.0,63.0,-1.0
Sean Kuraly,,AHL,54.0,14.0,12.0,26.0,37.0,10.0
Sean Kuraly,,CCHA,40.0,6.0,6.0,12.0,41.0,0.0
Sean Kuraly,,NCHC,114.0,37.0,44.0,81.0,136.0,6.0
Sean Kuraly,,USHL,110.0,41.0,61.0,102.0,93.0,17.0
Sean Kuraly,2016-17,NHL,8.0,0.0,1.0,1.0,2.0,-1.0
Sean Kuraly,2017-18,NHL,75.0,6.0,8.0,14.0,40.0,-5.0
Sean Kuraly,2018-19,NHL,71.0,8.0,13.0,21.0,38.0,6.0
Sean Monahan,,OHL,185.0,84.0,119.0,203.0,94.0,31.0
Sean Monahan,2013-14,NHL,75.0,22.0,12.0,34.0,8.0,-20.0
Sean Monahan,2014-15,NHL,81.0,31.0,31.0,62.0,12.0,8.0
Sean Monahan,2015-16,NHL,81.0,27.0,36.0,63.0,18.0,-6.0
Seth Jarvis,,AHL,9.0,7.0,4.0,11.0,4.0,8.0
Seth Jarvis,,WHL,154.0,73.0,93.0,166.0,58.0,67.0
Seth Jarvis,2021-22,NHL,68.0,17.0,23.0,40.0,18.0,11.0
Seth Jarvis,2022-23,NHL,82.0,14.0,25.0,39.0,12.0,10.0
Seth Jarvis,2023-24,NHL,81.0,33.0,34.0,67.0,14.0,23.0
Shane Bowers,,AHL,260.0,43.0,49.0,92.0,89.0,-33.0
Shane Bowers,,H-East,77.0,28.0,25.0,53.0,39.0,16.0
Shane Bowers,,USHL,116.0,37.0,47.0,84.0,36.0,20.0
Shane Bowers,2022-23,NHL,1.0,0.0,0.0,0.0,0.0,0.0
Shane Bowers,2023-24,NHL,8.0,0.0,0.0,0.0,0.0,1.0
Shane Bowers,2024-25,NHL,4.0,0.0,0.0,0.0,0.0,-1.0
Shane Pinto,,NCHC,61.0,31.0,29.0,60.0,50.0,38.0
Shane Pinto,,USHL,56.0,28.0,31.0,59.0,63.0,-1.0
Shane Pinto,2020-21,NHL,12.0,1.0,6.0,7.0,10.0,6.0
Shane Pinto,2021-22,NHL,5.0,0.0,1.0,1.0,2.0,0.0
Shane Pinto,2022-23,NHL,82.0,20.0,15.0,35.0,18.0,-21.0
Shayne Gostisbehere,,AHL,21.0,2.0,13.0,15.0,6.0,-5.0
Shayne Gostisbehere,,ECAC,119.0,22.0,60.0,82.0,85.0,0.0
Shayne Gostisbehere,2014-15,NHL,2.0,0.0,0.0,0.0,0.0,-2.0
Shayne Gostisbehere,2015-16,NHL,64.0,17.0,29.0,46.0,24.0,8.0
Shayne Gostisbehere,2016-17,NHL,76.0,7.0,32.0,39.0,32.0,-21.0
Shea Theodore,,AHL,97.0,23.0,56.0,79.0,50.0,-1.0
Shea Theodore,,WHL,257.0,58.0,154.0,212.0,119.0,-26.0
Shea Theodore,2015-16,NHL,19.0,3.0,5.0,8.0,2.0,7.0
Shea Theodore,2016-17,NHL,34.0,2.0,7.0,9.0,28.0,-6.0
Shea Theodore,2017-18,NHL,61.0,6.0,23.0,29.0,14.0,5.0
Sidney Crosby,,QMJHL,121.0,120.0,183.0,303.0,158.0,127.0
Sidney Crosby,2005-06,NHL,81.0,39.0,63.0,102.0,110.0,-1.0
Sidney Crosby,2006-07,NHL,79.0,36.0,84.0,120.0,60.0,10.0
Sidney Crosby,2007-08,NHL,53.0,24.0,48.0,72.0,39.0,18.0
Simon Benoit,,AHL,160.0,7.0,36.0,43.0,104.0,35.0
Simon Benoit,,QMJHL,182.0,8.0,35.0,43.0,136.0,-32.0
Simon Benoit,2020-21,NHL,6.0,0.0,0.0,0.0,2.0,-3.0
Simon Benoit,2021-22,NHL,53.0,1.0,4.0,5.0,22.0,-5.0
Simon Benoit,2022-23,NHL,78.0,3.0,7.0,10.0,60.0,-29.0
Simon Edvinsson,,AHL,106.0,13.0,44.0,57.0,103.0,2.0
Simon Edvinsson,,Swe-1,14.0,0.0,5.0,5.0,0.0,0.0
Simon Edvinsson,,Swe-Jr,22.0,1.0,11.0,12.0,20.0,7.0
Simon Edvinsson,,SweHL,54.0,2.0,18.0,20.0,18.0,10.0
Simon Edvinsson,2022-23,NHL,9.0,2.0,0.0,2.0,12.0,-7.0
Simon Edvinsson,2023-24,NHL,16.0,1.0,1.0,2.0,4.0,0.0
